"ID","reg1","reg2","reg3","reg4","home","chld","hinc","genf","wrat","avhv","incm","inca","plow","npro","tgif","lgif","rgif","tdon","tlag","agif","donr","damt","part"
3765,1,0,0,0,1,1,4,1,9,198,49,60,18,12,72,72,36,18,8,21.23,0,0,"train"
3766,1,0,0,0,1,4,2,0,8,213,91,91,1,59,94,6,6,18,3,5.31,0,0,"valid"
3767,0,1,0,0,1,3,7,1,9,164,59,59,8,17,55,13,9,23,3,7.82,0,0,"train"
3768,0,0,1,0,1,0,4,0,8,147,67,67,3,60,113,11,8,14,4,7.09,NA,NA,"test"
3769,0,1,0,0,1,0,3,1,8,156,35,60,7,75,134,7,9,18,3,5.41,1,12,"train"
3770,1,0,0,0,1,3,4,1,7,180,58,58,3,42,61,31,54,19,6,41.41,1,16,"train"
3771,0,0,1,0,1,3,7,0,7,169,41,55,5,116,118,23,29,30,4,12.95,NA,NA,"test"
3772,0,1,0,0,1,1,4,1,8,175,45,51,2,28,77,14,19,15,5,11.64,NA,NA,"test"
3773,0,0,0,0,0,3,4,0,3,162,25,45,20,91,202,7,4,15,6,7.82,0,0,"train"
3774,0,0,0,1,1,0,3,0,8,254,58,107,1,80,160,9,5,13,6,7.15,1,15,"train"
3775,1,0,0,0,1,0,5,1,8,154,48,51,5,29,50,6,4,20,4,5.45,1,13,"valid"
3776,0,0,0,1,1,2,4,0,3,183,41,45,17,30,56,5,4,23,6,4.03,0,0,"train"
3777,1,0,0,0,1,0,6,1,6,140,38,47,12,79,84,23,12,19,10,15.59,NA,NA,"test"
3778,1,0,0,0,1,0,1,1,9,176,34,49,5,15,43,11,4,12,11,11.34,NA,NA,"test"
3779,0,1,0,0,1,4,3,0,9,223,32,55,3,102,205,12,9,27,9,12.39,0,0,"train"
3780,0,0,1,0,1,0,5,1,8,219,45,58,2,63,151,15,15,17,3,18.28,1,15,"train"
3781,0,0,0,0,1,3,4,1,8,179,41,50,12,34,53,28,23,30,5,16.38,0,0,"train"
3782,0,0,1,0,1,4,4,1,5,337,89,89,0,127,245,18,11,20,5,15.26,NA,NA,"test"
3783,1,0,0,0,0,2,1,1,8,197,41,79,8,85,91,16,13,19,8,8.44,0,0,"train"
3784,0,1,0,0,1,2,5,1,9,139,32,32,16,97,141,32,32,18,6,11.01,1,14,"valid"
3785,1,0,0,0,1,4,5,1,8,112,22,38,27,32,71,10,7,17,8,11.09,NA,NA,"test"
3786,0,1,0,0,1,2,4,1,6,191,53,53,11,118,215,14,18,23,3,12.66,1,15,"train"
3787,0,0,0,1,1,0,1,0,3,134,17,37,22,68,86,6,8,17,6,6.35,0,0,"train"
3788,0,0,0,1,0,0,2,1,5,207,55,55,3,89,124,52,31,16,6,16.91,0,0,"train"
3789,0,1,0,0,1,4,5,1,7,313,52,72,4,45,86,12,8,17,8,9.34,NA,NA,"test"
3790,0,0,1,0,1,2,4,0,6,164,29,52,19,82,120,56,68,13,8,27.05,0,0,"train"
3791,0,1,0,0,1,1,4,0,8,129,23,42,18,96,189,58,34,24,14,29.52,1,16,"train"
3792,0,1,0,0,1,0,4,1,7,196,104,104,0,37,80,39,23,15,15,11.84,1,16,"train"
3793,0,0,0,0,1,0,4,0,8,108,34,34,39,58,96,5,5,13,7,4.55,1,12,"valid"
3794,0,1,0,0,1,2,2,1,8,87,22,26,38,63,76,15,8,19,10,8.45,NA,NA,"test"
3795,0,0,1,0,1,2,1,1,8,90,26,27,44,34,81,18,14,36,7,12.53,0,0,"valid"
3796,1,0,0,0,1,0,4,1,9,210,30,53,11,73,66,14,10,14,3,11.01,1,13,"train"
3797,0,1,0,0,1,3,7,1,8,221,46,79,7,14,43,30,25,16,4,14.94,0,0,"train"
3798,1,0,0,0,1,2,6,1,5,156,55,56,4,97,234,15,13,13,6,11.84,0,0,"valid"
3799,0,0,0,0,1,2,4,0,4,242,47,71,14,81,86,15,12,14,7,12.52,0,0,"train"
3800,0,1,0,0,1,2,4,0,9,175,44,55,7,33,76,11,6,21,5,8.02,1,13,"train"
3801,0,1,0,0,1,0,4,1,7,75,20,23,47,33,77,12,5,21,7,11.7,1,14,"valid"
3802,1,0,0,0,1,0,4,1,4,202,34,52,18,101,283,14,10,21,6,7.96,1,14,"train"
3803,0,1,0,0,1,3,4,0,9,101,37,37,22,66,198,8,8,15,3,6.24,1,11,"valid"
3804,0,0,1,0,1,2,5,0,4,166,51,51,13,72,121,14,10,10,7,9.9,0,0,"train"
3805,0,0,1,0,1,2,4,0,0,145,25,38,9,64,121,26,25,23,10,11.73,0,0,"train"
3806,0,0,0,1,1,2,4,1,8,189,52,52,7,16,52,32,32,19,6,24.05,0,0,"train"
3807,0,0,0,0,1,0,4,1,8,102,14,39,33,79,196,43,20,22,10,16.78,NA,NA,"test"
3808,0,0,1,0,1,0,4,1,9,144,36,52,8,23,59,20,12,17,14,9.61,1,14,"train"
3809,0,1,0,0,1,0,2,1,9,73,35,36,7,89,98,17,20,17,5,8.34,1,14,"valid"
3810,0,0,0,0,0,0,6,1,8,188,24,58,22,83,156,20,25,18,7,12.42,NA,NA,"test"
3811,0,1,0,0,1,2,5,1,2,240,59,59,3,42,60,7,5,20,5,5.8,0,0,"valid"
3812,0,0,1,0,1,2,5,0,7,285,103,103,0,23,66,63,31,24,7,14.36,0,0,"train"
3813,0,1,0,0,0,0,4,1,0,78,14,31,47,54,82,43,31,11,7,17.29,0,0,"train"
3814,0,1,0,0,1,3,4,1,0,174,32,65,13,92,132,10,7,32,4,7.11,NA,NA,"test"
3815,0,1,0,0,1,0,5,0,3,178,49,53,5,50,60,27,16,17,3,10.33,NA,NA,"test"
3816,0,0,0,0,1,1,5,1,9,201,46,53,10,82,125,16,15,18,8,8.49,NA,NA,"test"
3817,0,0,0,1,1,4,7,1,9,203,59,59,5,26,54,54,44,36,4,10.13,0,0,"train"
3818,1,0,0,0,1,2,5,1,5,167,29,47,24,52,89,25,19,17,10,15.11,NA,NA,"test"
3819,0,0,0,1,0,1,5,1,8,161,39,48,5,117,282,8,10,11,3,7.25,0,0,"train"
3820,0,1,0,0,1,3,6,1,8,56,8,18,69,25,63,15,7,18,5,7.84,0,0,"train"
3821,0,1,0,0,1,0,3,1,8,256,49,77,4,46,107,6,2,22,3,3.95,1,11,"valid"
3822,0,0,0,0,1,2,3,1,8,189,53,74,8,107,195,12,20,24,3,8.81,1,13,"train"
3823,0,0,0,0,1,3,4,1,1,167,31,56,41,94,153,17,13,18,12,14.34,0,0,"train"
3824,1,0,0,0,1,2,5,0,8,235,56,70,5,77,100,6,4,21,7,4.53,1,14,"valid"
3825,1,0,0,0,1,1,4,1,9,254,40,64,15,87,186,7,7,19,5,9.11,1,13,"valid"
3826,1,0,0,0,1,4,2,0,7,264,39,93,9,26,72,14,16,14,4,13.74,0,0,"valid"
3827,1,0,0,0,1,4,4,1,9,80,39,39,16,51,92,40,19,19,4,27.05,NA,NA,"test"
3828,0,0,1,0,1,2,1,1,9,126,30,47,9,19,33,6,4,22,7,3.92,NA,NA,"test"
3829,0,1,0,0,0,3,5,0,9,178,30,38,17,90,154,154,56,14,15,19.61,NA,NA,"test"
3830,0,1,0,0,1,2,3,1,1,169,47,62,10,64,110,16,19,18,11,13.1,NA,NA,"test"
3831,0,0,0,1,0,0,4,1,8,116,31,31,27,55,95,21,17,15,4,8.73,NA,NA,"test"
3832,1,0,0,0,1,1,4,0,8,125,23,46,22,46,70,13,6,22,3,6.49,1,13,"train"
3833,0,1,0,0,0,0,4,1,8,171,30,55,6,27,62,13,14,24,4,11.09,1,12,"train"
3834,1,0,0,0,1,2,4,0,8,264,53,68,4,59,74,30,27,15,3,19.33,1,15,"train"
3835,0,0,0,1,1,0,4,0,3,148,31,49,17,84,118,33,24,15,3,23.27,1,17,"train"
3836,0,0,0,0,1,0,2,0,8,187,33,62,6,17,49,49,21,20,7,11.38,1,14,"train"
3837,0,1,0,0,1,1,4,1,9,347,66,96,0,29,53,33,22,21,7,18.68,1,15,"train"
3838,0,1,0,0,1,0,4,0,8,146,34,51,9,29,66,66,58,20,3,24.51,1,16,"train"
3839,1,0,0,0,1,2,6,0,9,303,52,57,3,16,36,10,9,21,7,8.65,0,0,"train"
3840,0,0,0,1,1,2,5,1,6,102,21,29,39,52,77,8,5,21,7,6.94,0,0,"train"
3841,1,0,0,0,1,0,3,0,8,154,47,52,2,62,95,22,13,21,6,9.3,1,13,"valid"
3842,0,1,0,0,1,2,7,0,9,175,15,39,33,70,100,27,15,20,3,20.54,0,0,"train"
3843,0,0,1,0,1,3,4,1,7,235,41,58,1,27,62,44,14,15,4,18.31,NA,NA,"test"
3844,1,0,0,0,1,0,2,1,8,143,51,51,15,85,125,9,11,18,3,5.89,1,13,"valid"
3845,0,1,0,0,1,0,3,0,9,240,34,60,10,102,117,3,4,23,5,3.82,1,12,"train"
3846,0,1,0,0,1,0,4,0,8,156,88,88,0,32,56,42,36,34,13,15.79,1,17,"train"
3847,0,1,0,0,0,2,7,0,9,201,40,62,7,52,100,18,15,18,4,7.36,0,0,"valid"
3848,1,0,0,0,0,2,4,1,8,341,100,100,0,112,271,32,42,20,8,15.26,0,0,"train"
3849,0,0,0,0,1,1,2,1,0,198,50,50,4,39,56,4,3,17,4,4.69,NA,NA,"test"
3850,1,0,0,0,1,5,4,0,7,167,43,49,10,99,137,7,5,20,3,6.95,0,0,"train"
3851,0,0,0,0,1,0,2,1,1,152,32,44,23,60,144,12,15,21,8,12.23,0,0,"valid"
3852,0,0,0,0,1,3,4,1,8,227,36,59,8,45,76,6,5,19,9,5.98,0,0,"train"
3853,0,0,0,1,1,0,4,1,8,254,46,56,2,82,258,20,21,22,6,14.1,1,17,"valid"
3854,0,0,0,1,1,1,6,1,8,173,57,57,3,39,86,15,15,17,8,7.03,0,0,"train"
3855,0,0,0,0,1,3,1,1,8,197,33,48,22,95,209,32,22,23,6,12.79,0,0,"train"
3856,0,0,0,0,0,0,4,1,9,107,36,36,20,38,73,10,8,13,3,11.05,NA,NA,"test"
3857,0,1,0,0,1,1,4,1,8,214,54,73,8,70,92,17,7,23,6,11.48,1,15,"train"
3858,1,0,0,0,0,4,2,1,8,159,35,55,11,89,159,4,2,23,28,3.11,NA,NA,"test"
3859,0,1,0,0,1,2,4,1,9,258,46,72,2,99,177,70,35,12,12,15.82,1,15,"train"
3860,0,0,0,0,1,1,3,1,8,139,34,43,14,83,109,22,20,14,6,19.12,1,15,"train"
3861,0,0,0,1,1,3,4,1,8,133,28,34,15,89,110,19,21,17,18,16.43,NA,NA,"test"
3862,0,0,0,0,1,0,4,1,8,171,63,67,1,57,94,5,4,17,4,5.84,NA,NA,"test"
3863,0,0,1,0,1,0,3,0,9,132,64,64,15,101,259,6,3,22,6,6.44,1,14,"valid"
3864,1,0,0,0,1,0,4,1,7,153,40,42,18,94,190,45,47,22,5,18.84,1,17,"train"
3865,0,0,1,0,1,2,5,1,9,135,37,39,13,16,57,6,4,18,5,6.01,0,0,"train"
3866,1,0,0,0,0,2,1,1,8,216,35,56,15,62,84,18,10,20,5,15.02,0,0,"valid"
3867,1,0,0,0,1,0,5,1,8,156,36,45,21,80,117,67,38,17,3,50.97,1,18,"valid"
3868,1,0,0,0,1,2,3,1,8,295,75,103,0,17,57,15,7,13,6,8.02,0,0,"train"
3869,0,0,0,0,1,3,6,0,9,148,29,46,17,94,123,9,5,23,3,4.25,NA,NA,"test"
3870,0,1,0,0,1,1,4,0,8,299,57,79,7,48,97,14,9,19,7,9.42,1,13,"valid"
3871,0,0,0,0,1,3,1,1,6,215,56,57,4,55,77,8,6,21,9,9.41,0,0,"valid"
3872,0,0,0,1,1,3,2,1,8,177,28,44,10,51,80,34,19,22,4,10.02,NA,NA,"test"
3873,0,1,0,0,1,5,4,1,8,460,68,98,0,39,47,15,11,17,12,10.1,NA,NA,"test"
3874,0,1,0,0,1,1,2,1,8,124,25,37,27,31,84,6,3,7,12,5.2,0,0,"train"
3875,1,0,0,0,1,0,4,0,8,177,41,41,21,48,96,96,38,14,7,38.98,1,18,"train"
3876,0,1,0,0,1,2,3,1,6,148,36,39,23,56,69,14,8,19,4,7.84,1,13,"train"
3877,1,0,0,0,1,0,4,1,9,188,38,60,17,80,211,6,8,22,6,3.5,1,13,"valid"
3878,0,1,0,0,1,0,2,1,6,102,18,31,28,36,69,11,4,20,4,4.86,1,13,"valid"
3879,0,0,0,0,1,0,4,1,8,110,15,32,36,107,233,29,26,13,3,15.6,1,19,"valid"
3880,0,0,0,0,1,0,1,0,8,228,47,71,5,70,98,20,12,20,5,14.15,0,0,"valid"
3881,0,0,0,0,1,2,4,1,9,200,36,59,5,93,240,7,7,15,5,8.08,1,12,"valid"
3882,1,0,0,0,1,1,4,1,8,143,15,51,26,60,98,22,16,17,7,10.79,1,15,"train"
3883,1,0,0,0,1,0,2,1,8,114,41,41,15,60,94,5,7,16,7,4.99,1,12,"train"
3884,0,0,0,1,0,0,2,1,8,153,19,43,47,29,55,27,45,21,5,23.05,0,0,"train"
3885,0,1,0,0,0,2,5,1,9,201,45,83,11,64,139,22,40,15,5,18.96,NA,NA,"test"
3886,0,1,0,0,1,0,4,0,8,179,79,79,3,54,67,13,22,12,5,6.79,1,15,"train"
3887,0,1,0,0,1,0,4,0,9,240,62,64,1,59,63,11,7,15,6,5.14,1,15,"valid"
3888,0,0,0,0,1,5,5,0,9,158,45,45,7,77,98,7,5,15,7,7.21,0,0,"valid"
3889,0,1,0,0,1,3,3,1,6,134,16,34,19,78,133,14,11,13,3,9.31,0,0,"train"
3890,0,0,0,1,0,2,1,1,8,121,40,40,36,65,90,17,8,16,7,7.48,NA,NA,"test"
3891,0,0,0,1,1,0,4,1,6,278,27,67,12,44,89,15,19,17,2,16.29,NA,NA,"test"
3892,0,1,0,0,1,0,5,1,9,322,60,65,0,63,94,21,14,17,4,12.51,1,16,"train"
3893,0,1,0,0,1,3,2,0,9,180,55,55,7,122,396,19,10,13,4,10.22,NA,NA,"test"
3894,0,1,0,0,1,0,7,0,6,229,84,84,1,33,72,9,11,8,6,7.38,0,0,"train"
3895,0,1,0,0,1,2,4,0,8,150,33,40,14,50,66,6,6,23,7,7.43,1,11,"valid"
3896,0,1,0,0,1,2,4,1,8,199,30,46,13,41,108,12,11,14,8,5.87,0,0,"train"
3897,0,1,0,0,1,3,3,0,8,286,64,67,1,39,47,12,9,21,5,7.05,1,12,"train"
3898,0,0,0,0,1,2,2,0,9,194,38,54,5,53,74,74,34,24,8,21.65,0,0,"valid"
3899,0,1,0,0,1,0,7,1,9,204,67,67,4,81,126,6,4,24,10,3.76,1,15,"train"
3900,0,0,0,1,1,4,5,1,9,99,21,36,22,41,69,28,18,20,4,15.78,NA,NA,"test"
3901,1,0,0,0,1,2,4,1,6,214,24,63,20,50,68,17,32,16,5,13.3,NA,NA,"test"
3902,0,1,0,0,1,0,4,0,9,120,30,36,22,25,62,41,33,16,4,14.73,1,15,"train"
3903,0,0,0,1,1,1,6,1,4,158,29,56,21,24,53,14,16,14,6,7.82,0,0,"train"
3904,0,0,1,0,1,2,2,1,5,191,33,54,7,90,129,7,8,15,8,6.58,NA,NA,"test"
3905,1,0,0,0,1,1,4,0,6,123,23,32,26,31,47,25,19,16,5,15.79,0,0,"valid"
3906,0,0,0,1,1,2,4,1,9,161,19,42,36,4,32,8,7,22,9,7.3,0,0,"valid"
3907,0,0,0,0,1,3,4,1,3,197,27,43,16,21,31,19,12,20,3,9.78,0,0,"valid"
3908,0,1,0,0,1,1,4,1,8,177,24,64,20,65,104,14,10,19,6,8.33,1,13,"valid"
3909,0,1,0,0,1,0,2,1,8,284,40,68,4,96,235,18,38,24,5,14.82,1,16,"train"
3910,0,1,0,0,1,0,2,0,8,180,26,54,28,92,183,13,8,19,6,8.71,1,13,"train"
3911,1,0,0,0,1,2,5,1,8,188,30,58,13,68,121,42,26,22,10,27.64,NA,NA,"test"
3912,0,1,0,0,1,0,5,1,8,161,95,95,3,32,62,8,7,25,7,6.24,1,13,"train"
3913,0,0,0,0,1,0,5,1,8,276,45,73,3,39,89,89,70,22,7,23.17,1,18,"valid"
3914,0,0,0,1,1,1,4,0,1,195,35,54,2,94,167,12,7,7,3,9.58,0,0,"valid"
3915,1,0,0,0,1,2,4,1,8,157,32,56,19,65,123,16,15,36,9,7.61,0,0,"valid"
3916,0,0,1,0,0,2,4,0,8,151,28,56,17,34,66,66,53,21,7,23.23,0,0,"train"
3917,0,0,0,0,1,3,5,0,8,184,46,54,5,60,92,20,10,13,16,17.8,0,0,"train"
3918,0,0,0,0,1,2,5,0,2,153,41,41,18,10,30,9,5,12,12,7.46,NA,NA,"test"
3919,0,1,0,0,1,0,3,1,4,140,29,40,29,72,153,14,14,13,9,8.52,1,14,"train"
3920,1,0,0,0,1,4,2,0,9,167,49,62,7,95,197,5,5,8,13,3.56,NA,NA,"test"
3921,0,1,0,0,0,2,1,1,8,151,47,51,5,67,164,21,16,23,7,10.12,0,0,"train"
3922,0,0,0,1,0,2,3,1,0,168,20,59,8,77,107,9,12,15,5,8.68,0,0,"train"
3923,0,0,0,1,1,2,4,0,8,225,52,76,1,80,183,13,8,17,3,7.93,NA,NA,"test"
3924,1,0,0,0,1,2,7,1,6,555,217,217,0,38,55,9,7,11,4,5.14,NA,NA,"test"
3925,0,0,0,1,1,0,4,0,8,181,54,54,5,117,256,11,10,17,7,7.96,1,17,"train"
3926,0,0,0,1,1,0,4,1,8,189,29,63,3,30,74,5,6,24,4,4.96,1,14,"train"
3927,0,1,0,0,1,3,3,0,9,165,42,48,10,69,103,24,16,15,9,13.15,0,0,"train"
3928,1,0,0,0,0,0,4,1,8,178,33,43,29,46,90,90,44,18,3,21.64,1,16,"valid"
3929,0,0,0,1,0,2,2,1,8,103,16,27,38,33,56,26,14,16,7,20.93,0,0,"train"
3930,0,0,0,1,1,0,4,1,6,138,24,37,24,55,60,16,13,20,4,7.96,1,16,"valid"
3931,1,0,0,0,1,0,1,1,8,266,57,59,2,111,250,7,7,20,4,3.99,1,17,"train"
3932,0,0,0,0,1,3,5,0,8,167,43,54,20,105,101,28,26,36,5,13.52,0,0,"train"
3933,0,1,0,0,1,4,4,1,8,174,46,47,7,69,123,12,10,16,4,14.23,1,12,"valid"
3934,0,1,0,0,1,3,4,1,5,261,95,95,0,64,106,8,6,20,5,8.61,1,14,"train"
3935,0,0,0,1,1,0,4,1,9,107,40,43,8,16,42,18,13,18,5,9.14,1,17,"train"
3936,0,1,0,0,1,3,1,1,8,309,39,84,7,35,80,12,10,18,3,7.88,NA,NA,"test"
3937,0,0,1,0,1,2,5,0,9,186,39,48,9,18,44,37,17,22,4,14.14,0,0,"train"
3938,1,0,0,0,1,3,7,1,9,152,80,80,7,11,45,21,30,8,4,20.66,NA,NA,"test"
3939,0,1,0,0,1,2,2,1,8,241,62,62,1,108,289,18,14,21,5,9.17,1,13,"valid"
3940,0,0,0,0,1,0,4,1,8,195,39,57,7,106,263,6,4,20,5,2.39,1,12,"train"
3941,0,1,0,0,1,0,2,0,7,147,29,34,22,53,91,71,67,21,7,23.4,1,15,"valid"
3942,0,1,0,0,1,3,2,1,8,242,74,80,0,63,113,40,24,13,26,27.39,0,0,"train"
3943,0,0,0,0,1,3,5,1,4,211,22,56,26,40,64,38,32,19,4,19.21,NA,NA,"test"
3944,0,0,1,0,1,0,3,0,8,247,58,76,0,104,174,14,11,12,7,9.51,1,18,"train"
3945,0,1,0,0,1,2,1,0,9,235,67,84,1,23,49,20,13,15,7,8.55,0,0,"train"
3946,1,0,0,0,1,0,2,0,6,175,22,41,16,49,88,11,15,21,4,6.69,1,13,"train"
3947,0,0,0,1,0,1,5,0,4,101,19,40,30,130,280,15,10,20,6,4.6,NA,NA,"test"
3948,0,0,0,1,1,3,4,0,9,181,71,71,7,84,162,67,24,17,7,17.55,NA,NA,"test"
3949,0,0,1,0,1,0,4,1,9,265,65,65,8,38,60,17,8,19,3,9.75,1,14,"train"
3950,0,1,0,0,1,0,4,1,6,118,21,36,25,16,52,14,9,16,7,7.86,1,14,"valid"
3951,0,0,0,1,0,4,4,1,8,119,33,33,17,19,51,11,7,10,3,9.27,0,0,"valid"
3952,0,0,1,0,0,3,2,1,9,279,58,71,3,67,113,6,4,14,5,5.2,NA,NA,"test"
3953,0,0,0,0,1,2,4,0,8,188,42,42,11,107,110,13,9,20,4,9.56,0,0,"valid"
3954,0,1,0,0,1,2,2,0,9,262,96,97,0,82,202,39,17,15,5,16.67,NA,NA,"test"
3955,0,1,0,0,0,1,5,1,8,255,67,76,2,49,75,51,55,22,9,18.81,NA,NA,"test"
3956,1,0,0,0,1,0,3,0,9,161,47,47,7,66,67,18,12,14,4,9.86,1,14,"train"
3957,1,0,0,0,1,2,4,1,9,106,27,31,24,92,232,128,39,13,4,29.34,1,15,"train"
3958,0,0,1,0,1,2,4,1,8,192,69,69,2,88,173,16,14,19,3,15.31,1,15,"train"
3959,0,1,0,0,1,2,4,0,8,209,23,57,15,97,196,40,52,21,15,24.05,NA,NA,"test"
3960,0,1,0,0,1,3,4,1,9,226,57,70,2,59,87,9,7,16,9,6.12,1,11,"valid"
3961,0,0,0,1,1,0,4,1,8,198,40,48,3,31,70,29,33,19,4,22.16,1,17,"valid"
3962,0,1,0,0,1,1,3,0,9,117,33,42,22,83,152,93,27,7,5,20.93,0,0,"train"
3963,0,0,1,0,1,1,4,1,8,511,115,208,0,28,54,37,23,21,5,22.77,NA,NA,"test"
3964,1,0,0,0,1,0,3,1,9,232,71,71,2,18,55,4,2,15,5,4.04,1,11,"train"
3965,0,1,0,0,1,1,1,1,9,262,32,61,4,44,76,11,10,22,5,12.41,0,0,"valid"
3966,0,0,0,0,0,2,4,1,9,280,36,64,14,22,66,14,7,12,5,9.09,NA,NA,"test"
3967,0,0,0,1,1,4,4,0,9,291,60,77,0,74,77,5,6,17,5,8.89,1,14,"train"
3968,0,0,1,0,0,1,2,0,9,116,24,35,31,27,71,71,30,14,4,18.1,NA,NA,"test"
3969,0,0,0,0,0,3,3,0,8,228,23,55,23,22,48,47,26,12,4,15.16,NA,NA,"test"
3970,0,1,0,0,1,2,2,0,9,197,48,50,5,61,75,21,14,16,4,11.06,0,0,"train"
3971,0,0,1,0,1,1,2,0,8,113,37,47,9,24,50,23,20,18,7,9.74,0,0,"train"
3972,0,0,0,0,1,2,2,0,9,103,21,35,29,43,56,8,7,19,6,10.59,NA,NA,"test"
3973,0,0,0,0,1,4,2,1,6,170,26,64,8,79,181,16,13,18,6,11.37,NA,NA,"test"
3974,0,0,0,0,1,3,4,0,8,178,52,52,12,83,143,56,25,12,23,24.2,NA,NA,"test"
3975,1,0,0,0,1,0,5,1,9,151,22,41,28,59,123,31,21,21,6,11.96,1,16,"valid"
3976,0,0,0,1,1,3,2,1,7,119,11,37,50,45,90,25,24,15,4,14.09,NA,NA,"test"
3977,0,1,0,0,1,0,2,0,5,321,74,84,0,17,44,14,7,18,4,11.41,1,14,"train"
3978,1,0,0,0,1,3,5,1,8,209,97,97,3,22,51,11,13,18,6,7.51,NA,NA,"test"
3979,0,0,0,0,1,3,4,1,9,127,34,42,10,71,140,11,12,20,5,7.24,NA,NA,"test"
3980,0,0,0,0,0,1,7,1,9,174,37,57,7,84,175,103,35,11,5,22.89,NA,NA,"test"
3981,0,1,0,0,1,3,5,0,9,154,41,43,12,55,84,10,11,12,6,8.49,0,0,"train"
3982,0,0,1,0,1,0,4,0,8,282,39,55,8,76,131,9,7,23,10,7.25,1,15,"train"
3983,0,0,0,0,1,1,4,1,2,127,44,44,10,121,185,16,8,19,8,13.46,NA,NA,"test"
3984,0,0,0,1,1,3,2,1,7,76,14,37,47,23,29,29,11,23,5,12.07,0,0,"train"
3985,0,1,0,0,1,0,2,1,9,294,94,101,0,19,56,43,16,24,6,12.99,1,14,"valid"
3986,0,1,0,0,1,2,5,0,8,139,22,40,27,54,81,12,9,13,7,6.98,1,15,"valid"
3987,1,0,0,0,0,5,4,1,8,267,20,75,11,67,107,76,37,16,6,14.52,0,0,"train"
3988,0,0,0,1,1,3,4,1,7,237,51,68,1,94,101,12,8,15,4,10.18,1,15,"valid"
3989,0,0,0,1,1,2,4,1,8,167,31,62,13,44,63,22,27,8,5,27.62,NA,NA,"test"
3990,0,0,0,1,1,5,4,1,2,227,49,74,5,6,87,87,51,15,5,36.91,NA,NA,"test"
3991,0,1,0,0,1,2,5,1,9,277,77,88,1,34,59,10,9,18,13,8.41,NA,NA,"test"
3992,0,0,0,0,1,5,4,1,9,189,44,52,4,90,222,12,4,29,4,4,0,0,"train"
3993,0,0,0,0,1,2,5,0,8,220,56,70,0,98,143,14,9,20,6,10.25,NA,NA,"test"
3994,1,0,0,0,1,0,4,1,8,244,51,66,8,104,173,13,15,20,7,8.04,1,16,"train"
3995,0,1,0,0,1,4,3,0,8,126,17,29,50,85,161,15,8,14,5,11.96,0,0,"valid"
3996,0,1,0,0,1,5,4,1,8,164,25,61,20,99,130,21,24,20,5,12.15,1,12,"train"
3997,0,1,0,0,1,3,6,1,9,127,35,39,9,80,129,79,46,17,6,15.72,NA,NA,"test"
3998,1,0,0,0,1,2,3,1,8,184,44,58,15,32,55,17,13,20,7,12.65,NA,NA,"test"
3999,1,0,0,0,1,0,3,0,4,206,32,63,5,51,64,15,18,21,19,12.82,0,0,"train"
4000,0,0,0,0,1,4,1,1,8,130,36,40,5,37,64,6,6,13,6,6.47,0,0,"train"
4001,0,0,0,0,1,3,4,0,6,121,27,34,23,71,125,16,9,31,9,8.8,NA,NA,"test"
4002,0,0,0,1,1,0,2,1,8,102,39,39,16,37,76,10,11,16,5,7.54,1,14,"train"
4003,0,1,0,0,1,1,7,1,8,158,39,51,19,80,102,24,17,20,6,11.03,0,0,"valid"
4004,0,1,0,0,1,0,6,1,7,168,37,39,18,81,132,17,24,20,5,18.84,1,16,"train"
4005,0,1,0,0,1,0,4,1,8,235,51,57,4,108,250,44,25,14,3,25.49,1,16,"train"
4006,0,0,0,1,1,2,2,0,8,131,34,64,13,132,178,12,8,21,2,9.25,NA,NA,"test"
4007,0,1,0,0,1,2,1,0,8,109,34,35,20,62,77,20,9,19,5,11.73,0,0,"train"
4008,0,1,0,0,1,5,5,1,2,178,35,51,14,48,68,22,14,15,4,11.81,NA,NA,"test"
4009,0,0,0,1,1,3,6,0,9,107,30,42,10,73,119,22,19,16,8,10.44,0,0,"valid"
4010,0,0,0,1,0,0,1,0,8,221,79,79,3,52,95,8,9,19,7,8.04,0,0,"train"
4011,0,0,1,0,1,0,4,1,9,108,11,30,45,56,111,58,22,19,7,22.03,1,17,"valid"
4012,0,0,0,1,1,1,3,0,9,145,19,42,31,16,61,15,6,18,6,13.99,NA,NA,"test"
4013,1,0,0,0,1,4,2,0,8,163,41,51,11,44,61,54,45,12,6,19.73,NA,NA,"test"
4014,0,0,0,0,0,2,4,1,6,131,9,21,50,40,73,9,5,18,6,6.83,NA,NA,"test"
4015,1,0,0,0,1,0,1,1,8,181,75,75,8,68,91,32,30,13,6,20.97,0,0,"train"
4016,0,0,0,1,0,2,1,1,4,279,83,83,1,20,51,15,16,19,7,21.28,0,0,"train"
4017,0,0,0,1,0,3,6,1,7,102,23,30,42,24,42,19,17,7,9,8.94,0,0,"valid"
4018,0,1,0,0,1,0,3,0,7,213,51,62,2,33,73,11,7,19,9,5.39,1,15,"train"
4019,0,0,0,0,1,4,4,1,5,119,37,37,21,81,116,5,6,17,3,5.56,0,0,"valid"
4020,0,0,0,0,1,0,4,1,9,173,35,48,13,62,79,21,11,15,8,10.1,1,15,"valid"
4021,0,1,0,0,1,2,4,0,9,97,17,25,38,102,169,14,9,15,4,8.32,1,13,"train"
4022,0,0,0,0,1,2,4,0,0,417,109,115,0,17,45,11,6,16,7,8.28,NA,NA,"test"
